epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.9137380123138428,0.21175767481327057,0.7321212291717529,0.8121588230133057
1,0.9602136611938477,0.10443767160177231,0.73575758934021,0.8915321230888367
2,0.971345841884613,0.079331174492836,0.7147474884986877,1.1006823778152466
3,0.972693681716919,0.07412751764059067,0.6816161870956421,1.155608057975769
4,0.9677516222000122,0.08616017550230026,0.7426262497901917,0.858469545841217
5,0.9731928706169128,0.073651522397995,0.7410101294517517,0.8970075845718384
6,0.9819288849830627,0.05131233483552933,0.7361615896224976,1.0749123096466064
7,0.9792332053184509,0.05857207998633385,0.7341414093971252,1.0905790328979492
8,0.9855231642723083,0.038485538214445114,0.765656590461731,1.0623998641967773
9,0.987869381904602,0.03373612090945244,0.740202009677887,1.1449726819992065
10,0.9848741888999939,0.04249241203069687,0.7482828497886658,0.9268290400505066
0,0.8938698172569275,0.25473475456237793,0.7244444489479065,0.8573700785636902
1,0.946585476398468,0.14165590703487396,0.7713131308555603,0.735826849937439
2,0.9518769979476929,0.12255699932575226,0.7301009893417358,0.8069345951080322
3,0.9661042094230652,0.09439095109701157,0.7587878704071045,0.8353816270828247
4,0.9635583162307739,0.09855393320322037,0.6909090876579285,1.075215220451355
5,0.9731429815292358,0.07232954353094101,0.7604040503501892,0.9156005382537842
6,0.9813798069953918,0.05174781754612923,0.7684848308563232,0.8989905118942261
7,0.9768370389938354,0.06504306197166443,0.7660605907440186,0.8912777304649353
8,0.9771865010261536,0.06352090835571289,0.747474730014801,0.8478615283966064
9,0.9816793203353882,0.04974600672721863,0.7749494910240173,0.8468930721282959
10,0.9867711663246155,0.03718043118715286,0.7523232102394104,0.9480454921722412
11,0.9846745133399963,0.04159758612513542,0.7555555701255798,0.9594070315361023
0,0.861122190952301,0.3166230320930481,0.7268686890602112,0.8270368576049805
1,0.933556318283081,0.17003268003463745,0.7608081102371216,0.6964101195335388
2,0.9551717042922974,0.1171763464808464,0.742222249507904,0.8144511580467224
3,0.9654552936553955,0.09112793952226639,0.7616161704063416,0.8524553179740906
4,0.9674021601676941,0.0891442745923996,0.7232323288917542,1.0685018301010132
5,0.9701477885246277,0.08193447440862656,0.6949495077133179,1.4557279348373413
6,0.9724441170692444,0.07487735897302628,0.73575758934021,1.0937000513076782
7,0.969598650932312,0.08161705732345581,0.769292950630188,0.7986618876457214
8,0.9810303449630737,0.05117318779230118,0.7490909099578857,0.8424279689788818
9,0.9749900102615356,0.06601275503635406,0.7426262497901917,1.2034306526184082
10,0.9836761355400085,0.04887500777840614,0.770101010799408,0.8850504755973816
11,0.9764376878738403,0.06586732715368271,0.774545431137085,0.8310719728469849
0,0.9245706796646118,0.19970092177391052,0.7705050706863403,0.6860957145690918
1,0.9589656591415405,0.1143045723438263,0.7361615896224976,0.7113789916038513
2,0.9640575051307678,0.09569218009710312,0.7648484706878662,0.8423466086387634
3,0.967002809047699,0.09402557462453842,0.7183838486671448,0.9397763013839722
4,0.9679512977600098,0.08935955911874771,0.7628282904624939,0.7817086577415466
5,0.975289523601532,0.06808894872665405,0.7648484706878662,0.8940497040748596
6,0.96875,0.08647256344556808,0.7604040503501892,0.7765669822692871
7,0.9717951416969299,0.07777804881334305,0.7721211910247803,0.8222623467445374
8,0.9796326160430908,0.0578596331179142,0.7753535509109497,0.8313636183738708
9,0.9815794825553894,0.05044754222035408,0.7793939113616943,0.9008248448371887
10,0.9810802936553955,0.053688451647758484,0.7757575511932373,0.8230183720588684
0,0.923572301864624,0.19538500905036926,0.770101010799408,0.607246458530426
1,0.9464356899261475,0.1382732391357422,0.7769696712493896,0.6724900007247925
2,0.9640076160430908,0.09664495289325714,0.7907070517539978,0.6696051359176636
3,0.9617611765861511,0.10093516856431961,0.7705050706863403,0.7020812034606934
4,0.9610623121261597,0.10395067185163498,0.7696969509124756,0.7185445427894592
5,0.9675519466400146,0.08400645107030869,0.7826262712478638,0.767447292804718
6,0.9707468152046204,0.07971243560314178,0.7769696712493896,0.7297167181968689
7,0.9701477885246277,0.08314104378223419,0.7842424511909485,0.7360891699790955
8,0.9701477885246277,0.08297530561685562,0.7240403890609741,1.0296270847320557
9,0.9723442196846008,0.07488283514976501,0.7785858511924744,0.744955837726593
10,0.9773861765861511,0.06309166550636292,0.7987878918647766,0.7113894820213318
