Test Loss,Test Accuracy,Seed,Pool
0.49765628576278687,0.8248000144958496,5000,15025
0.4976576566696167,0.8248000144958496,5200,14825
0.4598529636859894,0.8240000009536743,5400,14625
0.4598536193370819,0.8240000009536743,5600,14425
0.45985567569732666,0.8240000009536743,5800,14225
0.4271603524684906,0.8271999955177307,6000,14025
0.44689732789993286,0.8235999941825867,6200,13825
0.44052690267562866,0.8384000062942505,6400,13625
0.40535035729408264,0.8348000049591064,6600,13425
0.4053487777709961,0.8348000049591064,6800,13225
0.3984260559082031,0.8511999845504761,7000,13025
0.3682238757610321,0.8515999913215637,7200,12825
0.36822304129600525,0.8515999913215637,7400,12625
0.3553869128227234,0.8583999872207642,7600,12425
0.3553841710090637,0.8583999872207642,7800,12225
0.35538777709007263,0.8583999872207642,8000,12025
0.35538697242736816,0.8583999872207642,8200,11825
0.3427399694919586,0.8600000143051147,8400,11625
0.34273961186408997,0.8600000143051147,8600,11425
0.34274178743362427,0.8600000143051147,8800,11225
0.3427433967590332,0.8600000143051147,9000,11025
0.33084073662757874,0.8659999966621399,9200,10825
0.3308405876159668,0.8659999966621399,9400,10625
0.3137394189834595,0.8748000264167786,9600,10425
0.3137385845184326,0.8748000264167786,9800,10225
0.3137378990650177,0.8748000264167786,10000,10025
0.3137400448322296,0.8748000264167786,10200,9825
0.30707859992980957,0.8808000087738037,10400,9625
0.30707845091819763,0.8808000087738037,10600,9425
0.3070773780345917,0.8808000087738037,10800,9225
0.30707794427871704,0.8808000087738037,11000,9025
0.3070783317089081,0.8808000087738037,11200,8825
0.3070783317089081,0.8808000087738037,11400,8625
0.30707934498786926,0.8808000087738037,11600,8425
0.3070767819881439,0.8808000087738037,11800,8225
0.30707865953445435,0.8808000087738037,12000,8025
0.30707964301109314,0.8808000087738037,12200,7825
0.2985846996307373,0.8763999938964844,12400,7625
0.3017025589942932,0.8863999843597412,12600,7425
0.30170270800590515,0.8863999843597412,12800,7225
0.30249524116516113,0.871999979019165,13000,7025
0.3024943470954895,0.871999979019165,13200,6825
0.302494078874588,0.871999979019165,13400,6625
0.279072642326355,0.885200023651123,13600,6425
0.2790745496749878,0.885200023651123,13800,6225
0.27907368540763855,0.885200023651123,14000,6025
0.2790748178958893,0.885200023651123,14200,5825
0.27907267212867737,0.885200023651123,14400,5625
0.27907460927963257,0.885200023651123,14600,5425
0.27907294034957886,0.885200023651123,14800,5225
0.28589823842048645,0.885200023651123,15000,5025
0.28590014576911926,0.885200023651123,15200,4825
0.2858995199203491,0.885200023651123,15400,4625
0.28589823842048645,0.885200023651123,15600,4425
0.28589940071105957,0.885200023651123,15800,4225
0.285898894071579,0.885200023651123,16000,4025
0.2858991026878357,0.885200023651123,16200,3825
0.2942424416542053,0.8804000020027161,16400,3625
0.294240802526474,0.8804000020027161,16600,3425
0.29424288868904114,0.8804000020027161,16800,3225
0.29424241185188293,0.8804000020027161,17000,3025
0.29424387216567993,0.8804000020027161,17200,2825
0.29424232244491577,0.8804000020027161,17400,2625
0.2942417860031128,0.8804000020027161,17600,2425
0.2942411005496979,0.8804000020027161,17800,2225
0.284564733505249,0.885200023651123,18000,2025
0.28456419706344604,0.885200023651123,18200,1825
0.28456324338912964,0.885200023651123,18400,1625
0.28306615352630615,0.8884000182151794,18600,1425
